#x u 
0.0 0.5 
0.005025125628140704 0.5 
0.010050251256281407 0.5 
0.01507537688442211 0.5 
0.020100502512562814 0.5 
0.02512562814070352 0.5 
0.030150753768844223 0.5 
0.035175879396984924 0.5 
0.04020100502512563 0.5 
0.04522613065326633 0.5 
0.05025125628140704 0.5 
0.05527638190954774 0.5 
0.06030150753768845 0.5 
0.06532663316582915 0.5 
0.07035175879396985 0.5 
0.07537688442211055 0.5 
0.08040201005025124 0.5 
0.08542713567839194 0.5 
0.09045226130653264 0.5 
0.09547738693467334 0.5 
0.10050251256281403 0.5 
0.10552763819095473 0.5 
0.11055276381909543 0.5 
0.11557788944723613 0.5 
0.12060301507537682 0.5 
0.12562814070351752 0.5 
0.13065326633165822 0.5 
0.13567839195979892 0.5 
0.1407035175879396 0.5001082012782856 
0.1457286432160803 0.4996098196328487 
0.150753768844221 0.4972388636763401 
0.1557788944723617 0.5103457602454697 
0.1608040201005024 0.5334050291233241 
0.1658291457286431 0.3741142860237946 
0.1708542713567838 0.24280444447846303 
0.1758793969849245 1.4258656838765922 
0.1809045226130652 1.920956593086599 
0.1859296482412059 -4.054909329931831 
0.1909547738693466 -5.45516278613071 
0.1959798994974873 16.126044148018302 
0.20100502512562798 19.742576357995606 
0.20603015075376868 -37.15333283203361 
0.21105527638190938 -46.88567296974647 
0.21608040201005008 62.614998703053324 
0.22110552763819077 86.53197113369079 
0.22613065326633147 -64.1404578324113 
0.23115577889447217 -108.22934668691768 
0.23618090452261287 32.773450262705424 
0.24120603015075356 86.5865532600573 
0.24623115577889426 5.94707913400477 
0.251256281407035 -32.510028157246516 
0.2562814070351757 -11.198211086529065 
0.26130653266331644 1.0 
0.26633165829145716 1.0 
0.2713567839195979 1.0 
0.2763819095477386 1.0 
0.28140703517587934 1.0 
0.28643216080402006 1.0 
0.2914572864321608 1.0 
0.2964824120603015 1.0 
0.30150753768844224 1.0 
0.30653266331658297 1.0 
0.3115577889447237 1.0 
0.3165829145728644 1.0 
0.32160804020100514 1.0 
0.32663316582914587 1.0 
0.3316582914572866 1.0 
0.3366834170854273 1.0 
0.34170854271356804 0.9998917987217144 
0.34673366834170877 1.0003901803671513 
0.3517587939698495 1.00276113632366 
0.3567839195979902 0.9896542397545302 
0.36180904522613094 0.966594970876675 
0.36683417085427167 1.1258857139762057 
0.3718592964824124 1.2571955555215393 
0.3768844221105531 0.07413431612340682 
0.38190954773869384 -0.42095659308660144 
0.38693467336683457 5.5549093299318315 
0.3919597989949753 6.9551627861307095 
0.396984924623116 -14.626044148018305 
0.40201005025125675 -18.242576357995603 
0.40703517587939747 38.653332832033605 
0.4120603015075382 48.38567296974645 
0.4170854271356789 -61.11499870305333 
0.42211055276381965 -85.03197113369077 
0.42713567839196037 65.64045783241133 
0.4321608040201011 109.72934668691771 
0.4371859296482418 -31.273450262705424 
0.44221105527638255 -85.08655326005733 
0.4472361809045233 -4.447079134004779 
0.452261306532664 34.01002815724654 
0.4572864321608047 12.698211086529074 
0.46231155778894545 0.5 
0.4673366834170862 0.5 
0.4723618090452269 0.5 
0.4773869346733676 0.5 
0.48241206030150835 0.5 
0.4874371859296491 0.5 
0.4924623115577898 0.5 
0.4974874371859305 0.5 
0.5025125628140712 0.5 
0.5075376884422119 0.5 
0.5125628140703526 0.5 
0.5175879396984934 0.5 
0.5226130653266341 0.5 
0.5276381909547748 0.5 
0.5326633165829155 0.5 
