#x u 
0.0 0.0008399568629571703 
3134.796238244514 -0.0031613977623923123 
6269.592476489028 -0.0015807758892664725 
9404.38871473354 -0.00011357609774941945 
12539.184952978056 0.0011388082323724883 
15673.98119122257 0.0019271508143179706 
18808.777429467085 0.0021130227194011445 
21943.5736677116 0.001759912181573114 
25078.369905956115 0.001129615547918883 
28213.16614420063 0.0005593144315063454 
31347.962382445145 0.0002822538865869719 
34482.75862068966 0.0003084761914506082 
37617.55485893417 0.00045206754924337865 
40752.35109717868 0.00048705456169035634 
43887.14733542319 0.00031392996867021274 
47021.943573667704 1.008656297418753e-05 
50156.739811912215 -0.00026502439780728103 
53291.53605015673 -0.00041659278975277395 
56426.33228840124 -0.0004813498438915433 
59561.12852664575 -0.0005642333241237946 
62695.92476489026 -0.0007181961868501204 
65830.72100313478 -0.0008888930597722548 
68965.51724137929 -0.0009744186795055184 
72100.3134796238 -0.0009325741595529579 
75235.10971786831 -0.0008228907015472883 
78369.90595611282 -0.0007416290060428508 
81504.70219435733 -0.0007201061422290886 
84639.49843260185 -0.0006937245522783903 
87774.29467084636 -0.0005736627139687825 
90909.09090909087 -0.00034509632274295175 
94043.88714733538 -8.828466737782759e-05 
97178.68338557989 9.972943652395913e-05 
100313.4796238244 0.00020052925683341875 
103448.27586206891 0.00028672894509157096 
106583.07210031342 0.0004386670521917286 
109717.86833855794 0.0006533237731614202 
112852.66457680245 0.0008414855238362507 
115987.46081504696 0.0009163101735988879 
119122.25705329147 0.000880327437458155 
122257.05329153598 0.0008195825366307688 
125391.84952978049 0.0008112649148922515 
128526.645768025 0.0008420565574307174 
131661.44200626953 0.000823046131888933 
134796.23824451404 0.0006854313387716473 
137931.03448275855 0.00045626554373994453 
141065.83072100306 0.00023450384963197637 
144200.62695924757 9.242217271652163e-05 
147335.42319749208 5.8779717608137966e-06 
150470.2194357366 -0.00011353707538242462 
153605.0156739811 -0.0003185814951476799 
156739.81191222562 -0.0005640329720115406 
159874.60815047013 -0.0007477056172014102 
163009.40438871464 -0.0008118810864063035 
166144.20062695915 -0.0007987193051874186 
169278.99686520366 -0.0008016345607539906 
172413.79310344817 -0.0008639866723117026 
175548.58934169268 -0.0009317395810640059 
178683.3855799372 -0.0009098853392429389 
181818.1818181817 -0.0007632655104079849 
184952.97805642622 -0.0005557391156018002 
188087.77429467073 -0.00038647891431473937 
191222.57053291524 -0.00029029808370801755 
194357.36677115975 -0.00020663191679964193 
197492.16300940426 -4.951992060679873e-05 
200626.95924764877 0.00019528915761417125 
203761.75548589329 0.0004484660941261251 
206896.5517241378 0.0006136714044608577 
210031.3479623823 0.0006722737756850302 
213166.14420062682 0.0006968889892921236 
216300.94043887133 0.0007697949066559945 
219435.73667711584 0.0008922519623715257 
222570.53291536035 0.0009802204899824621 
225705.32915360486 0.0009510337084177745 
228840.12539184937 0.0008099187435350284 
231974.9216300939 0.0006454285212555014 
235109.7178683384 0.0005386113444081657 
238244.5141065829 0.0004813702361900606 
241379.31034482742 0.0003896899037564433 
244514.10658307193 0.00019758146438538654 
247648.90282131644 -6.728219247721483e-05 
250783.69905956095 -0.0003059793503451848 
253918.49529780546 -0.0004454329185903591 
257053.29153604998 -0.0005083355256932732 
260188.0877742945 -0.0005826848775683617 
263322.884012539 -0.0007232765867016934 
266457.6802507835 -0.0008889837606209285 
269592.476489028 -0.0009819298640364063 
272727.27272727253 -0.0009474650440795948 
275862.06896551704 -0.0008299217776555532 
278996.86520376155 -0.0007256337298514257 
282131.66144200607 -0.0006826879266385007 
285266.4576802506 -0.0006527879244681047 
288401.2539184951 -0.000545701942289251 
291536.0501567396 -0.00032884888980901084 
294670.8463949841 -6.712319704842672e-05 
297805.6426332286 0.00013908170983384024 
300940.43887147313 0.00025267444894810573 
304075.23510971764 0.000331866335498459 
307210.03134796215 0.0004620469761272717 
310344.82758620667 0.0006594826751238955 
313479.6238244512 0.0008483426120662729 
316614.4200626957 0.0009353814767437633 
319749.2163009402 0.0009039008569929926 
322884.0125391847 0.0008283601926241472 
326018.8087774292 0.0007944446745047069 
329153.60501567373 0.0008087427097352648 
332288.40125391824 0.0007929975651796498 
335423.19749216276 0.0006688740620992102 
338557.99373040727 0.00044397554274595505 
341692.7899686518 0.00020854629427117903 
344827.5862068963 4.620374595456361e-05 
347962.3824451408 -4.7619486366652294e-05 
351097.1786833853 -0.00015403942594450527 
354231.9749216298 -0.0003384488648213047 
357366.77115987433 -0.0005749314922570449 
360501.56739811884 -0.000767072317790953 
363636.36363636336 -0.0008434728220454504 
366771.15987460787 -0.0008277401941461271 
369905.9561128524 -0.0008095900235380994 
373040.7523510969 -0.0008476632485217256 
376175.5485893414 -0.0009063738308477428 
379310.3448275859 -0.0008932092486392002 
382445.1410658304 -0.0007572103703415069 
385579.93730407493 -0.0005450192193950289 
388714.73354231945 -0.00035550892495773284 
391849.52978056396 -0.00024061530374216468 
394984.32601880847 -0.00015646845874824934 
398119.122257053 -1.5940447949764833e-05 
401253.9184952975 0.00021294591154891185 
404388.714733542 0.0004664898005560126 
407523.5109717865 0.0006454981996590952 
410658.307210031 0.0007131117569894041 
413793.10344827553 0.0007276592800056353 
416927.89968652005 0.0007762749268767871 
420062.69592476456 0.0008793224468157041 
423197.49216300907 0.0009662700976391596 
426332.2884012536 0.0009484343353885114 
429467.0846394981 0.0008121128953144565 
432601.8808777426 0.000634194648631797 
435736.6771159871 0.0005038419130991957 
438871.4733542316 0.0004325391536983258 
442006.26959247614 0.0003469275677653594 
445141.06583072065 0.00017171302470313406 
448275.86206896516 -8.479039347137479e-05 
451410.65830720967 -0.00033265461442598745 
454545.4545454542 -0.0004879758033026309 
457680.2507836987 -0.0005542399095549329 
460815.0470219432 -0.0006121516182182292 
463949.8432601877 -0.0007289311626609892 
467084.6394984322 -0.0008827076463669551 
470219.43573667674 -0.0009816685989930073 
473354.23197492125 -0.0009579209748287765 
476489.02821316576 -0.0008374486691601212 
479623.82445141027 -0.0007126969019596073 
482758.6206896548 -0.0006466717730236821 
485893.4169278993 -0.0006093627364455777 
489028.2131661438 -0.0005131971957534863 
492163.0094043883 -0.00031003989622436015 
495297.8056426328 -4.7538128546699074e-05 
498432.60188087734 0.00017461309774501922 
501567.39811912185 0.0003026904053830583 
504702.19435736636 0.0003784329550255497 
507836.99059561087 0.0004882818627849712 
510971.7868338554 0.0006660611713239679 
514106.5830720999 0.0008516837082780636 
517241.3793103444 0.0009494752842273786 
520376.1755485889 0.000924926992395474 
523510.9717868334 0.0008382906465626277 
526645.768025078 0.0007798471201684548 
529780.5642633225 0.0007750135921269011 
532915.360501567 0.0007590616539446494 
536050.1567398115 0.0006479209562696439 
539184.952978056 0.0004304680451320871 
542319.7492163006 0.00018511964570566523 
545454.5454545451 3.1482145206266493e-06 
548589.3416927896 -0.00010082887222857655 
551724.1379310341 -0.00019733204835032693 
554858.9341692786 -0.0003608771845011998 
557993.7304075231 -0.0005848366705377131 
561128.5266457676 -0.0007820688480186929 
564263.3228840121 -0.0008708420960075337 
567398.1191222566 -0.000855892038832622 
570532.9153605012 -0.0008195947579468098 
573667.7115987457 -0.0008327434630350617 
576802.5078369902 -0.0008788763518500589 
579937.3040752347 -0.0008717425042727303 
583072.1003134792 -0.0007474771986472383 
586206.8965517237 -0.0005344828382141112 
589341.6927899682 -0.00032746448730137587 
592476.4890282127 -0.00019282741118630854 
595611.2852664572 -0.00010473796463087402 
598746.0815047018 2.1185944465733006e-05 
601880.8777429463 0.00023228828933835252 
605015.6739811908 0.0004821813402317351 
608150.4702194353 0.0006727839157570628 
611285.2664576798 0.0007510947053773554 
614420.0626959243 0.0007591797931382916 
617554.8589341688 0.0007850795523788277 
620689.6551724133 0.0008664965123990518 
623824.4514106578 0.0009486855461526212 
626959.2476489024 0.0009408723525473786 
630094.0438871469 0.0008118705581723444 
633228.8401253914 0.0006243500035232928 
636363.6363636359 0.0004717163823465395 
639498.4326018804 0.00038391319531445 
642633.2288401249 0.0003010344129575366 
645768.0250783694 0.00014224453933843646 
648902.8213166139 -0.00010273689250545406 
652037.6175548584 -0.00035602270059924106 
655172.413793103 -0.0005265459083962486 
658307.2100313475 -0.0005990246969190659 
661442.006269592 -0.0006436357915676283 
664576.8025078365 -0.0007365274205600866 
667711.598746081 -0.0008750099301633109 
670846.3949843255 -0.0009767643071264633 
673981.19122257 -0.0009639846039893199 
677115.9874608145 -0.0008440387183687313 
680250.783699059 -0.0007019019552034506 
683385.5799373036 -0.0006123690813392242 
686520.3761755481 -0.0005643224246440854 
689655.1724137926 -0.0004765463264581639 
692789.9686520371 -0.0002882430346235424 
695924.7648902816 -2.8850128492862587e-05 
699059.5611285261 0.0002064480390052345 
702194.3573667706 0.0003499591406825094 
705329.1536050151 0.0004256761903365415 
708463.9498432596 0.0005172333184683383 
711598.7460815042 0.0006736371506772089 
714733.5423197487 0.000852157072017151 
717868.3385579932 0.0009586003336710456 
721003.1347962377 0.0009427490710966806 
724137.9310344822 0.000848736409975227 
727272.7272727267 0.0007675290106289507 
730407.5235109712 0.0007415755532508232 
733542.3197492157 0.000721877000151333 
736677.1159874602 0.0006225064795075492 
739811.9122257048 0.0004150855012657953 
742946.7084639493 0.00016371495146685552 
746081.5047021938 -3.651657299386622e-05 
749216.3009404383 -0.00015297001625119364 
752351.0971786828 -0.00024284730037742348 
755485.8934169273 -0.0003860542885227103 
758620.6896551718 -0.0005944443400373919 
761755.4858934163 -0.0007931237474885847 
764890.2821316608 -0.0008936640895263687 
768025.0783699054 -0.0008824119649692443 
771159.8746081499 -0.0008312335322140326 
774294.6708463944 -0.0008195901997235494 
777429.4670846389 -0.0008500113426098952 
