#x u 
0.0 0.5 
0.003134796238244514 0.5 
0.006269592476489028 0.5 
0.009404388714733543 0.5 
0.012539184952978056 0.5 
0.01567398119122257 0.5 
0.018808777429467082 0.5 
0.021943573667711595 0.5 
0.02507836990595611 0.5 
0.02821316614420062 0.5 
0.03134796238244514 0.5 
0.034482758620689655 0.5 
0.03761755485893417 0.5 
0.04075235109717869 0.5 
0.043887147335423204 0.5 
0.04702194357366772 0.5 
0.05015673981191224 0.5 
0.053291536050156754 0.5 
0.05642633228840127 0.5 
0.05956112852664579 0.5 
0.0626959247648903 0.5 
0.06583072100313482 0.5 
0.06896551724137934 0.5 
0.07210031347962385 0.5 
0.07523510971786837 0.5 
0.07836990595611289 0.5 
0.0815047021943574 0.5 
0.08463949843260192 0.5 
0.08777429467084644 0.5 
0.09090909090909095 0.5 
0.09404388714733547 0.5 
0.09717868338557999 0.5 
0.1003134796238245 0.5 
0.10344827586206902 0.5 
0.10658307210031354 0.5 
0.10971786833855805 0.5 
0.11285266457680257 0.5 
0.11598746081504709 0.5 
0.1191222570532916 0.5 
0.12225705329153612 0.5 
0.12539184952978064 0.5 
0.12852664576802514 0.5 
0.13166144200626964 0.5 
0.13479623824451414 0.5 
0.13793103448275865 0.5 
0.14106583072100315 0.5 
0.14420062695924765 0.5 
0.14733542319749215 0.5 
0.15047021943573666 0.5 
0.15360501567398116 0.5 
0.15673981191222566 0.5 
0.15987460815047017 0.5 
0.16300940438871467 0.5 
0.16614420062695917 0.5 
0.16927899686520367 0.5 
0.17241379310344818 0.5 
0.17554858934169268 0.5 
0.17868338557993718 0.5 
0.18181818181818168 0.5 
0.1849529780564262 0.5 
0.1880877742946707 0.5 
0.1912225705329152 0.5 
0.1943573667711597 0.5 
0.1974921630094042 0.2525 
0.2006269592476487 0.34750000000000003 
0.2037617554858932 1.0 
0.2068965517241377 1.0 
0.2100313479623822 1.0 
0.2131661442006267 1.0 
0.21630094043887121 1.0 
0.21943573667711572 1.0 
0.22257053291536022 1.0 
0.22570532915360472 1.0 
0.22884012539184923 1.0 
0.23197492163009373 1.0 
0.23510971786833823 1.0 
0.23824451410658273 1.0 
0.24137931034482724 1.0 
0.24451410658307174 1.0 
0.24764890282131624 1.0 
0.25078369905956077 1.0 
0.2539184952978053 1.0 
0.25705329153604983 1.0 
0.26018808777429436 1.0 
0.2633228840125389 1.0 
0.2664576802507834 1.0 
0.26959247648902795 1.0 
0.2727272727272725 1.0 
0.275862068965517 1.0 
0.27899686520376155 1.0 
0.2821316614420061 1.0 
0.2852664576802506 1.0 
0.28840125391849514 1.0 
0.29153605015673967 1.0 
0.2946708463949842 1.0 
0.29780564263322873 1.0 
0.30094043887147326 1.0 
0.3040752351097178 1.0 
0.3072100313479623 1.0 
0.31034482758620685 1.0 
0.3134796238244514 1.0 
0.3166144200626959 1.0 
0.31974921630094044 1.0 
0.322884012539185 1.0 
0.3260188087774295 1.0 
0.32915360501567403 1.0 
0.33228840125391856 1.0 
0.3354231974921631 1.0 
0.3385579937304076 1.0 
0.34169278996865216 1.0 
0.3448275862068967 1.0 
0.3479623824451412 1.0 
0.35109717868338575 1.0 
0.3542319749216303 1.0 
0.3573667711598748 1.0 
0.36050156739811934 1.0 
0.36363636363636387 1.0 
0.3667711598746084 1.0 
0.36990595611285293 1.0 
0.37304075235109746 1.0 
0.376175548589342 1.0 
0.3793103448275865 1.0 
0.38244514106583105 1.0 
0.3855799373040756 1.0 
0.3887147335423201 1.0 
0.39184952978056464 1.0 
0.3949843260188092 1.0 
0.3981191222570537 1.2475 
0.40125391849529823 1.1524999999999999 
0.40438871473354276 0.5 
0.4075235109717873 0.5 
0.4106583072100318 0.5 
0.41379310344827636 0.5 
0.4169278996865209 0.5 
0.4200626959247654 0.5 
0.42319749216300995 0.5 
0.4263322884012545 0.5 
0.429467084639499 0.5 
0.43260188087774354 0.5 
0.43573667711598807 0.5 
0.4388714733542326 0.5 
0.44200626959247713 0.5 
0.44514106583072166 0.5 
0.4482758620689662 0.5 
0.4514106583072107 0.5 
0.45454545454545525 0.5 
0.4576802507836998 0.5 
0.4608150470219443 0.5 
0.46394984326018884 0.5 
0.4670846394984334 0.5 
0.4702194357366779 0.5 
0.47335423197492243 0.5 
0.47648902821316697 0.5 
0.4796238244514115 0.5 
0.482758620689656 0.5 
0.48589341692790056 0.5 
0.4890282131661451 0.5 
0.4921630094043896 0.5 
0.49529780564263415 0.5 
0.4984326018808787 0.5 
0.5015673981191232 0.5 
0.5047021943573677 0.5 
0.5078369905956123 0.5 
0.5109717868338568 0.5 
0.5141065830721013 0.5 
0.5172413793103459 0.5 
0.5203761755485904 0.5 
0.5235109717868349 0.5 
0.5266457680250795 0.5 
